clave municipio,nombre municipio,seccion,rango_edad,sexo,total_padron,total_lista
94,TEPATITLAN DE MORELOS,2366,18,hombres,15,13
94,TEPATITLAN DE MORELOS,2367,18,hombres,12,12
94,TEPATITLAN DE MORELOS,2368,18,hombres,1,1
94,TEPATITLAN DE MORELOS,2369,18,hombres,22,18
94,TEPATITLAN DE MORELOS,2370,18,hombres,18,13
94,TEPATITLAN DE MORELOS,2371,18,hombres,34,32
94,TEPATITLAN DE MORELOS,2372,18,hombres,19,17
94,TEPATITLAN DE MORELOS,2373,18,hombres,12,12
94,TEPATITLAN DE MORELOS,2374,18,hombres,3,3
94,TEPATITLAN DE MORELOS,2375,18,hombres,11,10
94,TEPATITLAN DE MORELOS,2377,18,hombres,1,1
94,TEPATITLAN DE MORELOS,2378,18,hombres,14,13
94,TEPATITLAN DE MORELOS,2379,18,hombres,2,2
94,TEPATITLAN DE MORELOS,2380,18,hombres,0,0
94,TEPATITLAN DE MORELOS,2381,18,hombres,14,14
94,TEPATITLAN DE MORELOS,2382,18,hombres,7,7
94,TEPATITLAN DE MORELOS,2383,18,hombres,10,9
94,TEPATITLAN DE MORELOS,2384,18,hombres,6,5
94,TEPATITLAN DE MORELOS,2385,18,hombres,8,8
94,TEPATITLAN DE MORELOS,2386,18,hombres,7,7
94,TEPATITLAN DE MORELOS,2387,18,hombres,4,4
94,TEPATITLAN DE MORELOS,2388,18,hombres,4,4
94,TEPATITLAN DE MORELOS,2389,18,hombres,6,6
94,TEPATITLAN DE MORELOS,2390,18,hombres,6,6
94,TEPATITLAN DE MORELOS,2392,18,hombres,12,12
94,TEPATITLAN DE MORELOS,2393,18,hombres,4,4
94,TEPATITLAN DE MORELOS,2394,18,hombres,6,6
94,TEPATITLAN DE MORELOS,2395,18,hombres,7,7
94,TEPATITLAN DE MORELOS,3671,18,hombres,1,1
94,TEPATITLAN DE MORELOS,3672,18,hombres,10,10
94,TEPATITLAN DE MORELOS,3673,18,hombres,22,20
94,TEPATITLAN DE MORELOS,3674,18,hombres,8,8
94,TEPATITLAN DE MORELOS,3766,18,hombres,19,17
94,TEPATITLAN DE MORELOS,3767,18,hombres,6,6
94,TEPATITLAN DE MORELOS,3768,18,hombres,14,14
94,TEPATITLAN DE MORELOS,3769,18,hombres,12,11
94,TEPATITLAN DE MORELOS,3770,18,hombres,19,19
94,TEPATITLAN DE MORELOS,3771,18,hombres,12,12
94,TEPATITLAN DE MORELOS,3772,18,hombres,25,24
94,TEPATITLAN DE MORELOS,3773,18,hombres,12,12
106,TOTOTLAN,2748,18,hombres,15,9
106,TOTOTLAN,2749,18,hombres,30,24
106,TOTOTLAN,2750,18,hombres,16,13
106,TOTOTLAN,2751,18,hombres,11,10
106,TOTOTLAN,2752,18,hombres,3,3
106,TOTOTLAN,2753,18,hombres,2,2
106,TOTOTLAN,2754,18,hombres,2,2
106,TOTOTLAN,2755,18,hombres,2,1
106,TOTOTLAN,2756,18,hombres,8,7
106,TOTOTLAN,2757,18,hombres,5,4
106,TOTOTLAN,2758,18,hombres,1,1
106,TOTOTLAN,2759,18,hombres,7,7
106,TOTOTLAN,2760,18,hombres,2,1
106,TOTOTLAN,2761,18,hombres,8,7
112,VALLE DE GUADALUPE,2816,18,hombres,27,19
112,VALLE DE GUADALUPE,2817,18,hombres,7,6
112,VALLE DE GUADALUPE,2818,18,hombres,8,5
112,VALLE DE GUADALUPE,2819,18,hombres,0,0
112,VALLE DE GUADALUPE,2820,18,hombres,1,1
112,VALLE DE GUADALUPE,2821,18,hombres,2,2
112,VALLE DE GUADALUPE,2823,18,hombres,4,4
117,CAÐADAS DE OBREGON,2855,18,hombres,8,6
117,CAÐADAS DE OBREGON,2856,18,hombres,9,5
117,CAÐADAS DE OBREGON,2857,18,hombres,9,6
117,CAÐADAS DE OBREGON,2858,18,hombres,3,1
117,CAÐADAS DE OBREGON,2859,18,hombres,0,0
117,CAÐADAS DE OBREGON,2860,18,hombres,0,0
117,CAÐADAS DE OBREGON,2861,18,hombres,0,0
118,YAHUALICA DE GONZALEZ GALLO,2862,18,hombres,4,4
118,YAHUALICA DE GONZALEZ GALLO,2863,18,hombres,3,2
118,YAHUALICA DE GONZALEZ GALLO,2864,18,hombres,6,5
118,YAHUALICA DE GONZALEZ GALLO,2865,18,hombres,5,4
118,YAHUALICA DE GONZALEZ GALLO,2866,18,hombres,2,2
118,YAHUALICA DE GONZALEZ GALLO,2867,18,hombres,13,10
118,YAHUALICA DE GONZALEZ GALLO,2868,18,hombres,9,9
118,YAHUALICA DE GONZALEZ GALLO,2869,18,hombres,13,8
118,YAHUALICA DE GONZALEZ GALLO,2870,18,hombres,5,4
118,YAHUALICA DE GONZALEZ GALLO,2871,18,hombres,15,14
118,YAHUALICA DE GONZALEZ GALLO,2873,18,hombres,0,0
118,YAHUALICA DE GONZALEZ GALLO,2874,18,hombres,1,1
118,YAHUALICA DE GONZALEZ GALLO,2875,18,hombres,6,4
118,YAHUALICA DE GONZALEZ GALLO,2876,18,hombres,2,2
118,YAHUALICA DE GONZALEZ GALLO,2877,18,hombres,3,3
118,YAHUALICA DE GONZALEZ GALLO,2878,18,hombres,6,5
118,YAHUALICA DE GONZALEZ GALLO,2879,18,hombres,1,0
118,YAHUALICA DE GONZALEZ GALLO,2881,18,hombres,4,3
118,YAHUALICA DE GONZALEZ GALLO,2882,18,hombres,1,1
118,YAHUALICA DE GONZALEZ GALLO,2883,18,hombres,0,0
123,ZAPOTLAN DEL REY,3265,18,hombres,14,11
123,ZAPOTLAN DEL REY,3266,18,hombres,14,13
123,ZAPOTLAN DEL REY,3267,18,hombres,4,4
123,ZAPOTLAN DEL REY,3268,18,hombres,0,0
123,ZAPOTLAN DEL REY,3269,18,hombres,5,5
123,ZAPOTLAN DEL REY,3270,18,hombres,3,3
123,ZAPOTLAN DEL REY,3271,18,hombres,6,4
123,ZAPOTLAN DEL REY,3272,18,hombres,1,1
123,ZAPOTLAN DEL REY,3273,18,hombres,8,6
123,ZAPOTLAN DEL REY,3274,18,hombres,5,1
123,ZAPOTLAN DEL REY,3275,18,hombres,9,9
123,ZAPOTLAN DEL REY,3276,18,hombres,10,10
123,ZAPOTLAN DEL REY,3277,18,hombres,18,17
124,ZAPOTLANEJO,3278,18,hombres,31,28
124,ZAPOTLANEJO,3279,18,hombres,17,15
124,ZAPOTLANEJO,3280,18,hombres,21,17
124,ZAPOTLANEJO,3281,18,hombres,10,6
124,ZAPOTLANEJO,3282,18,hombres,15,14
124,ZAPOTLANEJO,3283,18,hombres,27,24
124,ZAPOTLANEJO,3284,18,hombres,2,2
124,ZAPOTLANEJO,3285,18,hombres,8,8
124,ZAPOTLANEJO,3286,18,hombres,3,3
124,ZAPOTLANEJO,3287,18,hombres,5,4
124,ZAPOTLANEJO,3288,18,hombres,26,24
124,ZAPOTLANEJO,3289,18,hombres,23,21
124,ZAPOTLANEJO,3290,18,hombres,2,2
124,ZAPOTLANEJO,3291,18,hombres,3,3
124,ZAPOTLANEJO,3292,18,hombres,4,4
124,ZAPOTLANEJO,3293,18,hombres,3,2
124,ZAPOTLANEJO,3294,18,hombres,5,4
124,ZAPOTLANEJO,3295,18,hombres,10,7
124,ZAPOTLANEJO,3296,18,hombres,6,5
124,ZAPOTLANEJO,3297,18,hombres,8,8
124,ZAPOTLANEJO,3298,18,hombres,6,6
124,ZAPOTLANEJO,3299,18,hombres,4,4
124,ZAPOTLANEJO,3300,18,hombres,5,3
124,ZAPOTLANEJO,3301,18,hombres,42,37
124,ZAPOTLANEJO,3302,18,hombres,39,34
124,ZAPOTLANEJO,3303,18,hombres,11,10
124,ZAPOTLANEJO,3304,18,hombres,5,4
124,ZAPOTLANEJO,3305,18,hombres,2,2
124,ZAPOTLANEJO,3306,18,hombres,11,11
124,ZAPOTLANEJO,3307,18,hombres,11,8
124,ZAPOTLANEJO,3308,18,hombres,11,10
124,ZAPOTLANEJO,3309,18,hombres,26,25
125,SAN IGNACIO CERRO GORDO,120,18,hombres,12,10
125,SAN IGNACIO CERRO GORDO,121,18,hombres,16,15
125,SAN IGNACIO CERRO GORDO,122,18,hombres,8,8
125,SAN IGNACIO CERRO GORDO,123,18,hombres,22,20
125,SAN IGNACIO CERRO GORDO,135,18,hombres,5,5
125,SAN IGNACIO CERRO GORDO,136,18,hombres,16,14
125,SAN IGNACIO CERRO GORDO,138,18,hombres,14,11
125,SAN IGNACIO CERRO GORDO,3357,18,hombres,8,8
120,ZAPOPAN,2906,18,hombres,13,12
120,ZAPOPAN,2907,18,hombres,12,11
120,ZAPOPAN,2908,18,hombres,12,11
120,ZAPOPAN,2909,18,hombres,8,8
120,ZAPOPAN,2910,18,hombres,10,10
120,ZAPOPAN,2911,18,hombres,14,12
120,ZAPOPAN,2912,18,hombres,6,6
120,ZAPOPAN,2913,18,hombres,9,8
120,ZAPOPAN,2914,18,hombres,3,3
120,ZAPOPAN,2916,18,hombres,10,8
120,ZAPOPAN,2917,18,hombres,11,10
120,ZAPOPAN,2918,18,hombres,8,7
120,ZAPOPAN,2919,18,hombres,12,12
120,ZAPOPAN,2920,18,hombres,4,4
120,ZAPOPAN,2921,18,hombres,12,10
120,ZAPOPAN,2922,18,hombres,7,7
120,ZAPOPAN,2923,18,hombres,10,10
120,ZAPOPAN,2924,18,hombres,7,7
120,ZAPOPAN,2925,18,hombres,6,5
120,ZAPOPAN,2926,18,hombres,10,10
120,ZAPOPAN,2927,18,hombres,4,4
120,ZAPOPAN,2928,18,hombres,3,3
120,ZAPOPAN,2929,18,hombres,12,12
120,ZAPOPAN,2930,18,hombres,17,16
120,ZAPOPAN,2931,18,hombres,15,14
120,ZAPOPAN,2932,18,hombres,14,12
120,ZAPOPAN,2933,18,hombres,26,22
120,ZAPOPAN,2934,18,hombres,9,9
120,ZAPOPAN,2935,18,hombres,4,4
120,ZAPOPAN,2936,18,hombres,3,3
120,ZAPOPAN,2937,18,hombres,6,6
120,ZAPOPAN,2938,18,hombres,14,13
120,ZAPOPAN,2939,18,hombres,9,9
120,ZAPOPAN,2940,18,hombres,11,11
120,ZAPOPAN,2941,18,hombres,11,10
120,ZAPOPAN,2942,18,hombres,17,15
120,ZAPOPAN,2943,18,hombres,13,13
120,ZAPOPAN,2944,18,hombres,5,5
120,ZAPOPAN,2945,18,hombres,11,10
120,ZAPOPAN,2946,18,hombres,18,18
120,ZAPOPAN,2947,18,hombres,9,9
120,ZAPOPAN,2948,18,hombres,21,21
120,ZAPOPAN,2949,18,hombres,22,20
120,ZAPOPAN,2950,18,hombres,19,18
120,ZAPOPAN,2951,18,hombres,7,4
120,ZAPOPAN,2952,18,hombres,11,11
120,ZAPOPAN,2953,18,hombres,16,15
120,ZAPOPAN,2954,18,hombres,16,14
120,ZAPOPAN,2955,18,hombres,10,8
120,ZAPOPAN,2956,18,hombres,7,6
120,ZAPOPAN,2957,18,hombres,10,9
120,ZAPOPAN,2958,18,hombres,6,6
120,ZAPOPAN,2959,18,hombres,8,8
120,ZAPOPAN,2960,18,hombres,23,21
120,ZAPOPAN,2961,18,hombres,15,10
120,ZAPOPAN,2962,18,hombres,22,22
120,ZAPOPAN,2963,18,hombres,2,2
120,ZAPOPAN,2965,18,hombres,17,14
120,ZAPOPAN,2966,18,hombres,25,24
120,ZAPOPAN,2967,18,hombres,13,11
120,ZAPOPAN,2968,18,hombres,11,10
120,ZAPOPAN,2970,18,hombres,7,6
120,ZAPOPAN,2971,18,hombres,6,6
120,ZAPOPAN,2972,18,hombres,19,18
120,ZAPOPAN,2973,18,hombres,5,5
120,ZAPOPAN,2974,18,hombres,12,12
120,ZAPOPAN,2975,18,hombres,13,12
120,ZAPOPAN,2977,18,hombres,7,7
120,ZAPOPAN,2978,18,hombres,12,12
120,ZAPOPAN,2979,18,hombres,21,19
120,ZAPOPAN,2980,18,hombres,11,9
120,ZAPOPAN,2981,18,hombres,18,15
120,ZAPOPAN,2982,18,hombres,5,5
120,ZAPOPAN,2983,18,hombres,26,22
120,ZAPOPAN,2984,18,hombres,38,35
120,ZAPOPAN,2985,18,hombres,40,37
120,ZAPOPAN,2986,18,hombres,27,26
120,ZAPOPAN,2987,18,hombres,20,19
120,ZAPOPAN,2988,18,hombres,8,6
120,ZAPOPAN,2989,18,hombres,35,33
120,ZAPOPAN,2990,18,hombres,11,11
120,ZAPOPAN,2991,18,hombres,24,23
120,ZAPOPAN,2992,18,hombres,17,17
120,ZAPOPAN,2993,18,hombres,71,63
120,ZAPOPAN,2994,18,hombres,13,13
120,ZAPOPAN,2995,18,hombres,20,18
120,ZAPOPAN,2996,18,hombres,22,20
120,ZAPOPAN,2997,18,hombres,10,10
120,ZAPOPAN,2998,18,hombres,19,15
120,ZAPOPAN,2999,18,hombres,18,16
120,ZAPOPAN,3000,18,hombres,31,28
120,ZAPOPAN,3001,18,hombres,78,69
120,ZAPOPAN,3002,18,hombres,40,34
120,ZAPOPAN,3003,18,hombres,23,19
120,ZAPOPAN,3004,18,hombres,34,31
120,ZAPOPAN,3005,18,hombres,45,41
120,ZAPOPAN,3007,18,hombres,93,82
120,ZAPOPAN,3008,18,hombres,36,31
120,ZAPOPAN,3009,18,hombres,58,54
120,ZAPOPAN,3010,18,hombres,51,46
120,ZAPOPAN,3011,18,hombres,23,19
120,ZAPOPAN,3012,18,hombres,71,66
120,ZAPOPAN,3013,18,hombres,75,69
120,ZAPOPAN,3014,18,hombres,72,61
120,ZAPOPAN,3015,18,hombres,104,98
120,ZAPOPAN,3016,18,hombres,53,46
120,ZAPOPAN,3017,18,hombres,61,55
120,ZAPOPAN,3073,18,hombres,10,9
120,ZAPOPAN,3075,18,hombres,13,12
120,ZAPOPAN,3076,18,hombres,6,6
120,ZAPOPAN,3471,18,hombres,5,5
120,ZAPOPAN,3472,18,hombres,0,0
120,ZAPOPAN,3473,18,hombres,7,7
120,ZAPOPAN,3474,18,hombres,3,3
120,ZAPOPAN,3475,18,hombres,13,12
120,ZAPOPAN,3476,18,hombres,9,9
120,ZAPOPAN,3477,18,hombres,13,13
120,ZAPOPAN,3478,18,hombres,10,9
120,ZAPOPAN,3479,18,hombres,6,6
120,ZAPOPAN,3480,18,hombres,17,14
120,ZAPOPAN,3481,18,hombres,12,11
120,ZAPOPAN,3482,18,hombres,7,7
120,ZAPOPAN,3483,18,hombres,8,8
120,ZAPOPAN,3484,18,hombres,3,3
120,ZAPOPAN,3485,18,hombres,6,6
120,ZAPOPAN,3486,18,hombres,14,13
120,ZAPOPAN,3487,18,hombres,11,11
120,ZAPOPAN,3488,18,hombres,11,9
120,ZAPOPAN,3489,18,hombres,8,8
120,ZAPOPAN,3490,18,hombres,1,1
120,ZAPOPAN,3491,18,hombres,13,13
120,ZAPOPAN,3492,18,hombres,8,7
120,ZAPOPAN,3493,18,hombres,10,10
120,ZAPOPAN,3494,18,hombres,5,3
120,ZAPOPAN,3495,18,hombres,10,9
120,ZAPOPAN,3528,18,hombres,11,11
120,ZAPOPAN,3675,18,hombres,14,13
120,ZAPOPAN,3697,18,hombres,12,12
120,ZAPOPAN,3698,18,hombres,22,21
120,ZAPOPAN,3699,18,hombres,18,17
120,ZAPOPAN,3700,18,hombres,14,12
120,ZAPOPAN,3774,18,hombres,22,19
120,ZAPOPAN,3775,18,hombres,27,27
120,ZAPOPAN,3776,18,hombres,45,42
120,ZAPOPAN,3777,18,hombres,37,34
120,ZAPOPAN,3778,18,hombres,20,19
120,ZAPOPAN,3779,18,hombres,18,18
120,ZAPOPAN,3780,18,hombres,23,20
120,ZAPOPAN,3907,18,hombres,14,13
120,ZAPOPAN,3908,18,hombres,23,21
120,ZAPOPAN,3909,18,hombres,15,14
120,ZAPOPAN,3910,18,hombres,20,18
120,ZAPOPAN,3911,18,hombres,13,11
120,ZAPOPAN,3912,18,hombres,8,7
11,ATENGO,149,18,hombres,2,1
11,ATENGO,150,18,hombres,11,6
11,ATENGO,151,18,hombres,3,2
11,ATENGO,152,18,hombres,3,3
11,ATENGO,153,18,hombres,28,21
11,ATENGO,154,18,hombres,4,2
12,ATENGUILLO,155,18,hombres,9,9
12,ATENGUILLO,156,18,hombres,5,4
12,ATENGUILLO,158,18,hombres,1,1
12,ATENGUILLO,159,18,hombres,8,5
12,ATENGUILLO,160,18,hombres,0,0
20,CABO CORRIENTES,296,18,hombres,20,18
20,CABO CORRIENTES,297,18,hombres,25,21
20,CABO CORRIENTES,298,18,hombres,3,3
20,CABO CORRIENTES,299,18,hombres,6,4
20,CABO CORRIENTES,300,18,hombres,7,7
20,CABO CORRIENTES,301,18,hombres,0,0
29,CUAUTLA,441,18,hombres,5,3
29,CUAUTLA,442,18,hombres,3,1
29,CUAUTLA,443,18,hombres,1,1
29,CUAUTLA,444,18,hombres,3,3
40,GUACHINANGO,561,18,hombres,9,6
40,GUACHINANGO,562,18,hombres,5,3
40,GUACHINANGO,563,18,hombres,1,0
40,GUACHINANGO,564,18,hombres,0,0
40,GUACHINANGO,565,18,hombres,3,0
40,GUACHINANGO,566,18,hombres,0,0
40,GUACHINANGO,567,18,hombres,1,1
40,GUACHINANGO,569,18,hombres,0,0
60,MASCOTA,1802,18,hombres,14,13
60,MASCOTA,1803,18,hombres,6,5
60,MASCOTA,1804,18,hombres,3,3
60,MASCOTA,1805,18,hombres,14,14
60,MASCOTA,1806,18,hombres,15,13
60,MASCOTA,1807,18,hombres,0,0
60,MASCOTA,1808,18,hombres,1,1
60,MASCOTA,1809,18,hombres,7,5
60,MASCOTA,1810,18,hombres,1,1
60,MASCOTA,1811,18,hombres,2,2
60,MASCOTA,1812,18,hombres,0,0
60,MASCOTA,1813,18,hombres,1,1
60,MASCOTA,1814,18,hombres,7,6
60,MASCOTA,3676,18,hombres,6,6
64,MIXTLAN,1840,18,hombres,2,2
64,MIXTLAN,1841,18,hombres,9,9
64,MIXTLAN,1842,18,hombres,4,4
64,MIXTLAN,1843,18,hombres,0,0
69,PUERTO VALLARTA,1934,18,hombres,14,11
69,PUERTO VALLARTA,1937,18,hombres,15,15
69,PUERTO VALLARTA,1938,18,hombres,18,17
69,PUERTO VALLARTA,1939,18,hombres,9,8
69,PUERTO VALLARTA,1940,18,hombres,2,2
69,PUERTO VALLARTA,1942,18,hombres,31,31
69,PUERTO VALLARTA,1943,18,hombres,50,45
69,PUERTO VALLARTA,1944,18,hombres,10,10
69,PUERTO VALLARTA,1945,18,hombres,16,12
69,PUERTO VALLARTA,1947,18,hombres,19,16
69,PUERTO VALLARTA,1949,18,hombres,20,18
69,PUERTO VALLARTA,1950,18,hombres,60,50
69,PUERTO VALLARTA,1951,18,hombres,27,26
69,PUERTO VALLARTA,1952,18,hombres,8,6
69,PUERTO VALLARTA,1953,18,hombres,8,7
69,PUERTO VALLARTA,1954,18,hombres,11,9
69,PUERTO VALLARTA,1955,18,hombres,7,6
69,PUERTO VALLARTA,1956,18,hombres,33,31
69,PUERTO VALLARTA,1957,18,hombres,19,17
69,PUERTO VALLARTA,1958,18,hombres,50,47
69,PUERTO VALLARTA,1959,18,hombres,45,38
69,PUERTO VALLARTA,1960,18,hombres,11,11
69,PUERTO VALLARTA,1961,18,hombres,2,2
69,PUERTO VALLARTA,1962,18,hombres,7,6
69,PUERTO VALLARTA,1963,18,hombres,7,7
69,PUERTO VALLARTA,1964,18,hombres,20,19
69,PUERTO VALLARTA,1965,18,hombres,12,11
69,PUERTO VALLARTA,1966,18,hombres,9,8
69,PUERTO VALLARTA,1967,18,hombres,75,68
69,PUERTO VALLARTA,1968,18,hombres,23,20
69,PUERTO VALLARTA,1969,18,hombres,35,31
69,PUERTO VALLARTA,1970,18,hombres,18,17
69,PUERTO VALLARTA,1971,18,hombres,14,14
69,PUERTO VALLARTA,1972,18,hombres,13,13
69,PUERTO VALLARTA,1973,18,hombres,14,13
69,PUERTO VALLARTA,1974,18,hombres,4,4
69,PUERTO VALLARTA,1975,18,hombres,8,8
69,PUERTO VALLARTA,1976,18,hombres,4,3
69,PUERTO VALLARTA,1977,18,hombres,6,6
69,PUERTO VALLARTA,1978,18,hombres,6,6
69,PUERTO VALLARTA,1979,18,hombres,8,8
69,PUERTO VALLARTA,1980,18,hombres,4,4
69,PUERTO VALLARTA,1981,18,hombres,2,2
69,PUERTO VALLARTA,1982,18,hombres,1,1
69,PUERTO VALLARTA,1983,18,hombres,17,15
69,PUERTO VALLARTA,1984,18,hombres,9,9
69,PUERTO VALLARTA,1985,18,hombres,6,4
69,PUERTO VALLARTA,1986,18,hombres,4,4
69,PUERTO VALLARTA,1987,18,hombres,2,1
69,PUERTO VALLARTA,1988,18,hombres,11,10
69,PUERTO VALLARTA,1989,18,hombres,6,5
69,PUERTO VALLARTA,1990,18,hombres,4,4
69,PUERTO VALLARTA,1991,18,hombres,29,27
69,PUERTO VALLARTA,1992,18,hombres,7,7
69,PUERTO VALLARTA,1993,18,hombres,9,6
69,PUERTO VALLARTA,1994,18,hombres,10,10
69,PUERTO VALLARTA,1995,18,hombres,31,29
69,PUERTO VALLARTA,1996,18,hombres,90,84
69,PUERTO VALLARTA,1997,18,hombres,31,29
69,PUERTO VALLARTA,1999,18,hombres,28,26
69,PUERTO VALLARTA,2000,18,hombres,69,63
69,PUERTO VALLARTA,2001,18,hombres,16,13
69,PUERTO VALLARTA,2002,18,hombres,10,8
69,PUERTO VALLARTA,3549,18,hombres,25,23
69,PUERTO VALLARTA,3550,18,hombres,23,22
69,PUERTO VALLARTA,3551,18,hombres,23,21
69,PUERTO VALLARTA,3552,18,hombres,33,31
69,PUERTO VALLARTA,3553,18,hombres,12,11
69,PUERTO VALLARTA,3554,18,hombres,10,9
69,PUERTO VALLARTA,3555,18,hombres,15,14
69,PUERTO VALLARTA,3556,18,hombres,18,18
69,PUERTO VALLARTA,3557,18,hombres,18,17
69,PUERTO VALLARTA,3558,18,hombres,12,11
69,PUERTO VALLARTA,3559,18,hombres,5,3
69,PUERTO VALLARTA,3701,18,hombres,21,21
69,PUERTO VALLARTA,3702,18,hombres,9,8
69,PUERTO VALLARTA,3703,18,hombres,17,16
69,PUERTO VALLARTA,3781,18,hombres,2,2
69,PUERTO VALLARTA,3782,18,hombres,22,21
69,PUERTO VALLARTA,3783,18,hombres,32,28
69,PUERTO VALLARTA,3784,18,hombres,29,28
69,PUERTO VALLARTA,3785,18,hombres,14,14
69,PUERTO VALLARTA,3786,18,hombres,12,11
69,PUERTO VALLARTA,3787,18,hombres,9,9
69,PUERTO VALLARTA,3788,18,hombres,31,31
69,PUERTO VALLARTA,3789,18,hombres,22,20
69,PUERTO VALLARTA,3892,18,hombres,16,16
69,PUERTO VALLARTA,3893,18,hombres,33,29
69,PUERTO VALLARTA,3894,18,hombres,17,16
69,PUERTO VALLARTA,3895,18,hombres,23,20
69,PUERTO VALLARTA,3896,18,hombres,20,17
69,PUERTO VALLARTA,3897,18,hombres,13,12
69,PUERTO VALLARTA,3898,18,hombres,25,22
69,PUERTO VALLARTA,3899,18,hombres,7,6
69,PUERTO VALLARTA,3900,18,hombres,22,20
69,PUERTO VALLARTA,3901,18,hombres,27,27
69,PUERTO VALLARTA,3902,18,hombres,24,20
69,PUERTO VALLARTA,3903,18,hombres,20,20
69,PUERTO VALLARTA,3904,18,hombres,27,24
69,PUERTO VALLARTA,3905,18,hombres,19,18
69,PUERTO VALLARTA,3906,18,hombres,27,25
81,SAN SEBASTIAN DEL OESTE,2150,18,hombres,5,4
81,SAN SEBASTIAN DEL OESTE,2151,18,hombres,6,5
81,SAN SEBASTIAN DEL OESTE,2152,18,hombres,1,0
81,SAN SEBASTIAN DEL OESTE,2153,18,hombres,16,5
81,SAN SEBASTIAN DEL OESTE,2154,18,hombres,3,2
81,SAN SEBASTIAN DEL OESTE,2155,18,hombres,3,3
81,SAN SEBASTIAN DEL OESTE,2156,18,hombres,4,4
85,TALPA DE ALLENDE,2212,18,hombres,17,16
85,TALPA DE ALLENDE,2213,18,hombres,12,11
85,TALPA DE ALLENDE,2214,18,hombres,20,18
85,TALPA DE ALLENDE,2215,18,hombres,9,6
85,TALPA DE ALLENDE,2216,18,hombres,3,2
85,TALPA DE ALLENDE,2217,18,hombres,1,1
85,TALPA DE ALLENDE,2219,18,hombres,1,1
85,TALPA DE ALLENDE,2220,18,hombres,3,3
85,TALPA DE ALLENDE,2221,18,hombres,0,0
85,TALPA DE ALLENDE,2222,18,hombres,0,0
101,TOMATLAN,2633,18,hombres,14,14
101,TOMATLAN,2634,18,hombres,9,9
101,TOMATLAN,2635,18,hombres,31,31
101,TOMATLAN,2636,18,hombres,18,18
101,TOMATLAN,2637,18,hombres,6,6
101,TOMATLAN,2638,18,hombres,7,7
101,TOMATLAN,2639,18,hombres,7,7
101,TOMATLAN,2640,18,hombres,11,11
101,TOMATLAN,2641,18,hombres,1,1
101,TOMATLAN,2642,18,hombres,10,10
101,TOMATLAN,2643,18,hombres,17,16
101,TOMATLAN,2644,18,hombres,8,8
101,TOMATLAN,2645,18,hombres,0,0
101,TOMATLAN,2646,18,hombres,0,0
101,TOMATLAN,2647,18,hombres,5,5
101,TOMATLAN,2648,18,hombres,15,15
101,TOMATLAN,2649,18,hombres,13,13
120,ZAPOPAN,3018,18,hombres,94,88
120,ZAPOPAN,3020,18,hombres,116,109
120,ZAPOPAN,3021,18,hombres,33,30
120,ZAPOPAN,3022,18,hombres,42,38
120,ZAPOPAN,3025,18,hombres,3,2
120,ZAPOPAN,3027,18,hombres,8,8
120,ZAPOPAN,3028,18,hombres,36,33
120,ZAPOPAN,3029,18,hombres,114,109
120,ZAPOPAN,3031,18,hombres,23,23
120,ZAPOPAN,3034,18,hombres,10,10
120,ZAPOPAN,3035,18,hombres,4,4
120,ZAPOPAN,3036,18,hombres,6,6
120,ZAPOPAN,3037,18,hombres,12,12
120,ZAPOPAN,3038,18,hombres,15,13
120,ZAPOPAN,3039,18,hombres,15,15
120,ZAPOPAN,3040,18,hombres,7,6
120,ZAPOPAN,3041,18,hombres,6,6
120,ZAPOPAN,3042,18,hombres,11,10
120,ZAPOPAN,3043,18,hombres,3,3
120,ZAPOPAN,3044,18,hombres,4,4
120,ZAPOPAN,3045,18,hombres,13,13
120,ZAPOPAN,3046,18,hombres,23,21
120,ZAPOPAN,3047,18,hombres,2,2
120,ZAPOPAN,3048,18,hombres,23,20
120,ZAPOPAN,3049,18,hombres,12,12
120,ZAPOPAN,3059,18,hombres,6,6
120,ZAPOPAN,3060,18,hombres,7,7
120,ZAPOPAN,3061,18,hombres,14,13
120,ZAPOPAN,3062,18,hombres,7,6
120,ZAPOPAN,3063,18,hombres,7,7
120,ZAPOPAN,3064,18,hombres,7,6
120,ZAPOPAN,3065,18,hombres,18,15
120,ZAPOPAN,3066,18,hombres,7,7
120,ZAPOPAN,3117,18,hombres,22,21
120,ZAPOPAN,3118,18,hombres,33,30
120,ZAPOPAN,3227,18,hombres,9,9
120,ZAPOPAN,3228,18,hombres,11,9
120,ZAPOPAN,3229,18,hombres,17,16
120,ZAPOPAN,3230,18,hombres,22,20
120,ZAPOPAN,3231,18,hombres,92,84
120,ZAPOPAN,3232,18,hombres,3,3
120,ZAPOPAN,3233,18,hombres,57,50
120,ZAPOPAN,3234,18,hombres,47,44
120,ZAPOPAN,3363,18,hombres,9,9
120,ZAPOPAN,3364,18,hombres,5,5
120,ZAPOPAN,3365,18,hombres,4,4
120,ZAPOPAN,3366,18,hombres,10,7
120,ZAPOPAN,3367,18,hombres,4,3
120,ZAPOPAN,3368,18,hombres,7,6
120,ZAPOPAN,3369,18,hombres,6,5
120,ZAPOPAN,3370,18,hombres,8,8
120,ZAPOPAN,3371,18,hombres,7,7
120,ZAPOPAN,3372,18,hombres,13,11
120,ZAPOPAN,3373,18,hombres,8,7
120,ZAPOPAN,3374,18,hombres,11,10
120,ZAPOPAN,3375,18,hombres,1,1
