clave municipio,nombre municipio,seccion,rango_edad,sexo,total_padron,total_lista
41,GUADALAJARA,1412,19,hombres,15,15
41,GUADALAJARA,1413,19,hombres,17,17
41,GUADALAJARA,1414,19,hombres,9,9
41,GUADALAJARA,1415,19,hombres,13,13
41,GUADALAJARA,1416,19,hombres,14,14
41,GUADALAJARA,1417,19,hombres,16,16
41,GUADALAJARA,1418,19,hombres,8,8
41,GUADALAJARA,1419,19,hombres,12,11
41,GUADALAJARA,1420,19,hombres,13,13
41,GUADALAJARA,1421,19,hombres,14,14
41,GUADALAJARA,1422,19,hombres,22,22
41,GUADALAJARA,1423,19,hombres,16,16
41,GUADALAJARA,1424,19,hombres,23,23
41,GUADALAJARA,1425,19,hombres,20,20
41,GUADALAJARA,1426,19,hombres,11,11
41,GUADALAJARA,1427,19,hombres,20,19
41,GUADALAJARA,1428,19,hombres,10,10
41,GUADALAJARA,1429,19,hombres,10,10
41,GUADALAJARA,1430,19,hombres,16,16
41,GUADALAJARA,1431,19,hombres,21,21
41,GUADALAJARA,1432,19,hombres,7,7
41,GUADALAJARA,1433,19,hombres,11,11
41,GUADALAJARA,1434,19,hombres,6,6
41,GUADALAJARA,1435,19,hombres,38,38
41,GUADALAJARA,1436,19,hombres,25,25
41,GUADALAJARA,1437,19,hombres,12,12
41,GUADALAJARA,1438,19,hombres,8,8
41,GUADALAJARA,1439,19,hombres,10,9
41,GUADALAJARA,1440,19,hombres,9,9
41,GUADALAJARA,1441,19,hombres,7,7
41,GUADALAJARA,1442,19,hombres,4,4
41,GUADALAJARA,1443,19,hombres,6,6
41,GUADALAJARA,1444,19,hombres,8,8
41,GUADALAJARA,1445,19,hombres,6,6
41,GUADALAJARA,1446,19,hombres,6,6
41,GUADALAJARA,1447,19,hombres,9,9
41,GUADALAJARA,1448,19,hombres,16,16
41,GUADALAJARA,1449,19,hombres,8,8
41,GUADALAJARA,1450,19,hombres,18,18
41,GUADALAJARA,1451,19,hombres,12,12
41,GUADALAJARA,1452,19,hombres,13,13
41,GUADALAJARA,1453,19,hombres,11,11
41,GUADALAJARA,1454,19,hombres,21,21
41,GUADALAJARA,1455,19,hombres,26,26
41,GUADALAJARA,1456,19,hombres,19,19
41,GUADALAJARA,1457,19,hombres,5,5
41,GUADALAJARA,1458,19,hombres,11,11
41,GUADALAJARA,1459,19,hombres,18,18
41,GUADALAJARA,1460,19,hombres,17,17
41,GUADALAJARA,1461,19,hombres,14,14
41,GUADALAJARA,1462,19,hombres,7,7
41,GUADALAJARA,1463,19,hombres,9,9
41,GUADALAJARA,1464,19,hombres,14,14
41,GUADALAJARA,1465,19,hombres,20,20
41,GUADALAJARA,1466,19,hombres,15,15
41,GUADALAJARA,1467,19,hombres,16,16
41,GUADALAJARA,1468,19,hombres,11,11
41,GUADALAJARA,1469,19,hombres,11,11
41,GUADALAJARA,1470,19,hombres,23,23
41,GUADALAJARA,1471,19,hombres,14,14
41,GUADALAJARA,1472,19,hombres,18,17
41,GUADALAJARA,1473,19,hombres,19,19
41,GUADALAJARA,1474,19,hombres,23,23
41,GUADALAJARA,1475,19,hombres,20,20
41,GUADALAJARA,1476,19,hombres,20,20
41,GUADALAJARA,1477,19,hombres,25,24
41,GUADALAJARA,1478,19,hombres,15,15
41,GUADALAJARA,1479,19,hombres,15,15
41,GUADALAJARA,1480,19,hombres,17,17
41,GUADALAJARA,1481,19,hombres,13,12
41,GUADALAJARA,1482,19,hombres,16,16
41,GUADALAJARA,1483,19,hombres,16,15
41,GUADALAJARA,1484,19,hombres,71,70
41,GUADALAJARA,1485,19,hombres,5,5
41,GUADALAJARA,1486,19,hombres,15,15
41,GUADALAJARA,1487,19,hombres,6,6
41,GUADALAJARA,1488,19,hombres,6,6
41,GUADALAJARA,1489,19,hombres,7,7
41,GUADALAJARA,1490,19,hombres,12,12
41,GUADALAJARA,1491,19,hombres,11,11
41,GUADALAJARA,1492,19,hombres,13,13
41,GUADALAJARA,1493,19,hombres,7,7
41,GUADALAJARA,1494,19,hombres,5,5
41,GUADALAJARA,1495,19,hombres,10,10
41,GUADALAJARA,1496,19,hombres,9,9
41,GUADALAJARA,1497,19,hombres,11,11
41,GUADALAJARA,1498,19,hombres,14,14
41,GUADALAJARA,1499,19,hombres,9,9
41,GUADALAJARA,1500,19,hombres,8,8
41,GUADALAJARA,1501,19,hombres,8,8
41,GUADALAJARA,1502,19,hombres,8,7
41,GUADALAJARA,1503,19,hombres,22,22
41,GUADALAJARA,1504,19,hombres,22,21
41,GUADALAJARA,1505,19,hombres,12,12
41,GUADALAJARA,1506,19,hombres,6,6
41,GUADALAJARA,1507,19,hombres,15,15
41,GUADALAJARA,1508,19,hombres,7,7
41,GUADALAJARA,1509,19,hombres,8,8
41,GUADALAJARA,1510,19,hombres,6,6
41,GUADALAJARA,1511,19,hombres,14,14
41,GUADALAJARA,1512,19,hombres,9,9
41,GUADALAJARA,1513,19,hombres,9,9
41,GUADALAJARA,1514,19,hombres,11,11
41,GUADALAJARA,1515,19,hombres,12,12
41,GUADALAJARA,1516,19,hombres,12,12
41,GUADALAJARA,1517,19,hombres,8,8
41,GUADALAJARA,1518,19,hombres,8,8
41,GUADALAJARA,1519,19,hombres,9,9
41,GUADALAJARA,1520,19,hombres,9,9
41,GUADALAJARA,1521,19,hombres,7,7
41,GUADALAJARA,1522,19,hombres,5,5
41,GUADALAJARA,1523,19,hombres,8,8
41,GUADALAJARA,1524,19,hombres,6,6
41,GUADALAJARA,1525,19,hombres,6,6
98,TLAJOMULCO DE ZUÐIGA,2438,19,hombres,38,38
98,TLAJOMULCO DE ZUÐIGA,2439,19,hombres,38,38
98,TLAJOMULCO DE ZUÐIGA,2440,19,hombres,26,26
98,TLAJOMULCO DE ZUÐIGA,2441,19,hombres,9,9
98,TLAJOMULCO DE ZUÐIGA,2442,19,hombres,22,22
98,TLAJOMULCO DE ZUÐIGA,2446,19,hombres,96,95
98,TLAJOMULCO DE ZUÐIGA,2448,19,hombres,28,27
98,TLAJOMULCO DE ZUÐIGA,2453,19,hombres,136,135
98,TLAJOMULCO DE ZUÐIGA,2454,19,hombres,68,68
98,TLAJOMULCO DE ZUÐIGA,2456,19,hombres,23,23
98,TLAJOMULCO DE ZUÐIGA,2457,19,hombres,22,21
98,TLAJOMULCO DE ZUÐIGA,2458,19,hombres,52,51
98,TLAJOMULCO DE ZUÐIGA,2466,19,hombres,20,20
98,TLAJOMULCO DE ZUÐIGA,2470,19,hombres,36,36
98,TLAJOMULCO DE ZUÐIGA,3388,19,hombres,13,13
98,TLAJOMULCO DE ZUÐIGA,3389,19,hombres,54,54
98,TLAJOMULCO DE ZUÐIGA,3390,19,hombres,18,18
98,TLAJOMULCO DE ZUÐIGA,3391,19,hombres,30,30
98,TLAJOMULCO DE ZUÐIGA,3392,19,hombres,58,58
98,TLAJOMULCO DE ZUÐIGA,3393,19,hombres,54,54
98,TLAJOMULCO DE ZUÐIGA,3394,19,hombres,37,37
98,TLAJOMULCO DE ZUÐIGA,3395,19,hombres,35,35
98,TLAJOMULCO DE ZUÐIGA,3396,19,hombres,21,21
98,TLAJOMULCO DE ZUÐIGA,3402,19,hombres,22,22
98,TLAJOMULCO DE ZUÐIGA,3403,19,hombres,27,27
98,TLAJOMULCO DE ZUÐIGA,3444,19,hombres,25,25
98,TLAJOMULCO DE ZUÐIGA,3445,19,hombres,23,23
98,TLAJOMULCO DE ZUÐIGA,3446,19,hombres,17,17
98,TLAJOMULCO DE ZUÐIGA,3447,19,hombres,31,30
98,TLAJOMULCO DE ZUÐIGA,3459,19,hombres,22,21
98,TLAJOMULCO DE ZUÐIGA,3460,19,hombres,9,9
98,TLAJOMULCO DE ZUÐIGA,3461,19,hombres,9,9
98,TLAJOMULCO DE ZUÐIGA,3462,19,hombres,13,13
98,TLAJOMULCO DE ZUÐIGA,3463,19,hombres,23,22
98,TLAJOMULCO DE ZUÐIGA,3464,19,hombres,18,18
98,TLAJOMULCO DE ZUÐIGA,3465,19,hombres,20,20
98,TLAJOMULCO DE ZUÐIGA,3466,19,hombres,13,13
98,TLAJOMULCO DE ZUÐIGA,3467,19,hombres,16,16
98,TLAJOMULCO DE ZUÐIGA,3468,19,hombres,144,144
98,TLAJOMULCO DE ZUÐIGA,3469,19,hombres,92,92
98,TLAJOMULCO DE ZUÐIGA,3470,19,hombres,53,51
98,TLAJOMULCO DE ZUÐIGA,3577,19,hombres,27,27
98,TLAJOMULCO DE ZUÐIGA,3578,19,hombres,46,46
98,TLAJOMULCO DE ZUÐIGA,3579,19,hombres,64,64
98,TLAJOMULCO DE ZUÐIGA,3580,19,hombres,17,17
98,TLAJOMULCO DE ZUÐIGA,3581,19,hombres,14,14
98,TLAJOMULCO DE ZUÐIGA,3582,19,hombres,44,42
98,TLAJOMULCO DE ZUÐIGA,3583,19,hombres,17,17
98,TLAJOMULCO DE ZUÐIGA,3584,19,hombres,20,20
98,TLAJOMULCO DE ZUÐIGA,3585,19,hombres,20,20
98,TLAJOMULCO DE ZUÐIGA,3586,19,hombres,58,57
98,TLAJOMULCO DE ZUÐIGA,3587,19,hombres,25,24
98,TLAJOMULCO DE ZUÐIGA,3588,19,hombres,19,19
98,TLAJOMULCO DE ZUÐIGA,3589,19,hombres,18,18
98,TLAJOMULCO DE ZUÐIGA,3590,19,hombres,33,32
98,TLAJOMULCO DE ZUÐIGA,3602,19,hombres,20,20
98,TLAJOMULCO DE ZUÐIGA,3603,19,hombres,14,13
98,TLAJOMULCO DE ZUÐIGA,3604,19,hombres,23,23
98,TLAJOMULCO DE ZUÐIGA,3605,19,hombres,31,30
98,TLAJOMULCO DE ZUÐIGA,3606,19,hombres,41,41
98,TLAJOMULCO DE ZUÐIGA,3607,19,hombres,6,6
98,TLAJOMULCO DE ZUÐIGA,3608,19,hombres,40,39
98,TLAJOMULCO DE ZUÐIGA,3609,19,hombres,27,27
98,TLAJOMULCO DE ZUÐIGA,3610,19,hombres,28,28
98,TLAJOMULCO DE ZUÐIGA,3611,19,hombres,34,34
98,TLAJOMULCO DE ZUÐIGA,3654,19,hombres,10,10
98,TLAJOMULCO DE ZUÐIGA,3655,19,hombres,27,27
98,TLAJOMULCO DE ZUÐIGA,3656,19,hombres,18,18
98,TLAJOMULCO DE ZUÐIGA,3657,19,hombres,22,22
98,TLAJOMULCO DE ZUÐIGA,3679,19,hombres,11,11
98,TLAJOMULCO DE ZUÐIGA,3680,19,hombres,56,56
98,TLAJOMULCO DE ZUÐIGA,3732,19,hombres,27,26
98,TLAJOMULCO DE ZUÐIGA,3733,19,hombres,18,18
98,TLAJOMULCO DE ZUÐIGA,3811,19,hombres,11,11
98,TLAJOMULCO DE ZUÐIGA,3812,19,hombres,34,34
98,TLAJOMULCO DE ZUÐIGA,3813,19,hombres,31,31
98,TLAJOMULCO DE ZUÐIGA,3814,19,hombres,45,44
98,TLAJOMULCO DE ZUÐIGA,3966,19,hombres,40,40
98,TLAJOMULCO DE ZUÐIGA,3967,19,hombres,36,36
98,TLAJOMULCO DE ZUÐIGA,3968,19,hombres,10,10
98,TLAJOMULCO DE ZUÐIGA,3969,19,hombres,36,36
98,TLAJOMULCO DE ZUÐIGA,3970,19,hombres,20,20
98,TLAJOMULCO DE ZUÐIGA,3971,19,hombres,35,35
120,ZAPOPAN,3119,19,hombres,84,82
120,ZAPOPAN,3153,19,hombres,76,76
120,ZAPOPAN,3206,19,hombres,28,28
120,ZAPOPAN,3207,19,hombres,25,25
120,ZAPOPAN,3208,19,hombres,33,32
120,ZAPOPAN,3209,19,hombres,17,17
120,ZAPOPAN,3214,19,hombres,29,29
120,ZAPOPAN,3216,19,hombres,57,56
120,ZAPOPAN,3217,19,hombres,41,41
120,ZAPOPAN,3218,19,hombres,21,21
120,ZAPOPAN,3219,19,hombres,45,44
120,ZAPOPAN,3220,19,hombres,6,6
120,ZAPOPAN,3221,19,hombres,19,18
120,ZAPOPAN,3222,19,hombres,30,30
120,ZAPOPAN,3223,19,hombres,54,53
120,ZAPOPAN,3224,19,hombres,25,25
120,ZAPOPAN,3225,19,hombres,86,85
120,ZAPOPAN,3235,19,hombres,70,70
120,ZAPOPAN,3236,19,hombres,25,25
120,ZAPOPAN,3237,19,hombres,31,31
120,ZAPOPAN,3529,19,hombres,14,14
120,ZAPOPAN,3530,19,hombres,18,18
120,ZAPOPAN,3532,19,hombres,15,15
120,ZAPOPAN,3534,19,hombres,26,25
120,ZAPOPAN,3535,19,hombres,20,19
120,ZAPOPAN,3536,19,hombres,28,28
120,ZAPOPAN,3539,19,hombres,9,9
120,ZAPOPAN,3540,19,hombres,22,22
120,ZAPOPAN,3541,19,hombres,12,12
120,ZAPOPAN,3545,19,hombres,32,32
120,ZAPOPAN,3546,19,hombres,11,11
120,ZAPOPAN,3547,19,hombres,12,12
120,ZAPOPAN,3548,19,hombres,5,5
120,ZAPOPAN,3634,19,hombres,57,57
120,ZAPOPAN,3635,19,hombres,33,32
120,ZAPOPAN,3636,19,hombres,38,38
120,ZAPOPAN,3637,19,hombres,31,31
120,ZAPOPAN,3638,19,hombres,23,21
120,ZAPOPAN,3639,19,hombres,10,10
120,ZAPOPAN,3640,19,hombres,48,48
120,ZAPOPAN,3641,19,hombres,27,27
120,ZAPOPAN,3642,19,hombres,27,27
120,ZAPOPAN,3643,19,hombres,24,22
120,ZAPOPAN,3644,19,hombres,11,11
120,ZAPOPAN,3678,19,hombres,24,24
41,GUADALAJARA,857,19,hombres,13,13
41,GUADALAJARA,858,19,hombres,0,0
41,GUADALAJARA,859,19,hombres,11,11
41,GUADALAJARA,860,19,hombres,5,5
41,GUADALAJARA,861,19,hombres,4,4
41,GUADALAJARA,862,19,hombres,9,9
41,GUADALAJARA,863,19,hombres,15,15
41,GUADALAJARA,864,19,hombres,12,12
41,GUADALAJARA,865,19,hombres,5,5
41,GUADALAJARA,866,19,hombres,10,10
41,GUADALAJARA,867,19,hombres,3,3
41,GUADALAJARA,868,19,hombres,13,13
41,GUADALAJARA,869,19,hombres,21,20
41,GUADALAJARA,870,19,hombres,16,16
41,GUADALAJARA,871,19,hombres,12,12
41,GUADALAJARA,872,19,hombres,10,10
41,GUADALAJARA,873,19,hombres,20,20
41,GUADALAJARA,874,19,hombres,36,36
41,GUADALAJARA,875,19,hombres,26,26
41,GUADALAJARA,876,19,hombres,37,37
41,GUADALAJARA,877,19,hombres,16,16
41,GUADALAJARA,878,19,hombres,20,20
41,GUADALAJARA,879,19,hombres,14,14
41,GUADALAJARA,880,19,hombres,22,22
41,GUADALAJARA,881,19,hombres,15,14
41,GUADALAJARA,882,19,hombres,8,8
41,GUADALAJARA,883,19,hombres,9,9
41,GUADALAJARA,884,19,hombres,12,12
41,GUADALAJARA,885,19,hombres,18,18
41,GUADALAJARA,886,19,hombres,21,21
41,GUADALAJARA,887,19,hombres,21,21
41,GUADALAJARA,890,19,hombres,5,5
41,GUADALAJARA,891,19,hombres,16,16
41,GUADALAJARA,892,19,hombres,3,3
41,GUADALAJARA,893,19,hombres,24,24
41,GUADALAJARA,894,19,hombres,16,16
41,GUADALAJARA,895,19,hombres,23,23
41,GUADALAJARA,896,19,hombres,17,17
41,GUADALAJARA,897,19,hombres,8,8
41,GUADALAJARA,898,19,hombres,10,10
41,GUADALAJARA,899,19,hombres,18,18
41,GUADALAJARA,900,19,hombres,12,12
41,GUADALAJARA,901,19,hombres,25,25
41,GUADALAJARA,902,19,hombres,32,32
41,GUADALAJARA,903,19,hombres,17,17
41,GUADALAJARA,904,19,hombres,30,29
41,GUADALAJARA,905,19,hombres,9,9
41,GUADALAJARA,906,19,hombres,14,14
41,GUADALAJARA,907,19,hombres,20,20
41,GUADALAJARA,908,19,hombres,14,14
41,GUADALAJARA,909,19,hombres,11,11
41,GUADALAJARA,910,19,hombres,16,16
41,GUADALAJARA,911,19,hombres,22,21
41,GUADALAJARA,912,19,hombres,16,16
41,GUADALAJARA,913,19,hombres,15,15
41,GUADALAJARA,914,19,hombres,9,9
41,GUADALAJARA,915,19,hombres,14,14
41,GUADALAJARA,916,19,hombres,37,37
41,GUADALAJARA,917,19,hombres,18,18
41,GUADALAJARA,918,19,hombres,22,22
41,GUADALAJARA,919,19,hombres,14,14
41,GUADALAJARA,920,19,hombres,29,29
41,GUADALAJARA,921,19,hombres,14,13
41,GUADALAJARA,922,19,hombres,33,32
41,GUADALAJARA,923,19,hombres,30,30
41,GUADALAJARA,924,19,hombres,6,6
41,GUADALAJARA,925,19,hombres,32,32
41,GUADALAJARA,926,19,hombres,23,23
41,GUADALAJARA,927,19,hombres,13,13
41,GUADALAJARA,928,19,hombres,31,31
41,GUADALAJARA,2599,19,hombres,16,16
41,GUADALAJARA,2600,19,hombres,13,13
41,GUADALAJARA,3315,19,hombres,12,12
99,SAN PEDRO TLAQUEPAQUE,2571,19,hombres,7,7
99,SAN PEDRO TLAQUEPAQUE,2572,19,hombres,6,6
99,SAN PEDRO TLAQUEPAQUE,2573,19,hombres,2,1
99,SAN PEDRO TLAQUEPAQUE,2574,19,hombres,6,6
99,SAN PEDRO TLAQUEPAQUE,2575,19,hombres,14,14
99,SAN PEDRO TLAQUEPAQUE,2576,19,hombres,24,23
99,SAN PEDRO TLAQUEPAQUE,2577,19,hombres,23,23
99,SAN PEDRO TLAQUEPAQUE,2578,19,hombres,18,18
99,SAN PEDRO TLAQUEPAQUE,2579,19,hombres,8,8
99,SAN PEDRO TLAQUEPAQUE,2580,19,hombres,36,35
99,SAN PEDRO TLAQUEPAQUE,2581,19,hombres,5,5
99,SAN PEDRO TLAQUEPAQUE,2582,19,hombres,18,16
99,SAN PEDRO TLAQUEPAQUE,2583,19,hombres,33,33
99,SAN PEDRO TLAQUEPAQUE,2584,19,hombres,25,24
99,SAN PEDRO TLAQUEPAQUE,2594,19,hombres,62,62
99,SAN PEDRO TLAQUEPAQUE,2595,19,hombres,40,39
99,SAN PEDRO TLAQUEPAQUE,2596,19,hombres,53,53
99,SAN PEDRO TLAQUEPAQUE,2597,19,hombres,55,55
99,SAN PEDRO TLAQUEPAQUE,2598,19,hombres,26,26
99,SAN PEDRO TLAQUEPAQUE,2601,19,hombres,20,20
99,SAN PEDRO TLAQUEPAQUE,2602,19,hombres,30,30
99,SAN PEDRO TLAQUEPAQUE,2603,19,hombres,25,25
99,SAN PEDRO TLAQUEPAQUE,2605,19,hombres,58,57
99,SAN PEDRO TLAQUEPAQUE,2606,19,hombres,71,71
99,SAN PEDRO TLAQUEPAQUE,2614,19,hombres,111,111
99,SAN PEDRO TLAQUEPAQUE,2615,19,hombres,63,62
99,SAN PEDRO TLAQUEPAQUE,2617,19,hombres,80,79
99,SAN PEDRO TLAQUEPAQUE,2620,19,hombres,40,40
99,SAN PEDRO TLAQUEPAQUE,2621,19,hombres,48,48
99,SAN PEDRO TLAQUEPAQUE,2622,19,hombres,11,11
99,SAN PEDRO TLAQUEPAQUE,2623,19,hombres,27,27
99,SAN PEDRO TLAQUEPAQUE,2624,19,hombres,52,52
99,SAN PEDRO TLAQUEPAQUE,3172,19,hombres,13,13
99,SAN PEDRO TLAQUEPAQUE,3199,19,hombres,32,32
99,SAN PEDRO TLAQUEPAQUE,3201,19,hombres,36,36
99,SAN PEDRO TLAQUEPAQUE,3202,19,hombres,13,11
99,SAN PEDRO TLAQUEPAQUE,3203,19,hombres,11,11
99,SAN PEDRO TLAQUEPAQUE,3204,19,hombres,15,15
99,SAN PEDRO TLAQUEPAQUE,3312,19,hombres,24,24
99,SAN PEDRO TLAQUEPAQUE,3313,19,hombres,34,34
99,SAN PEDRO TLAQUEPAQUE,3314,19,hombres,18,17
99,SAN PEDRO TLAQUEPAQUE,3316,19,hombres,2,2
99,SAN PEDRO TLAQUEPAQUE,3317,19,hombres,60,60
99,SAN PEDRO TLAQUEPAQUE,3318,19,hombres,10,10
99,SAN PEDRO TLAQUEPAQUE,3319,19,hombres,1,1
99,SAN PEDRO TLAQUEPAQUE,3320,19,hombres,4,3
99,SAN PEDRO TLAQUEPAQUE,3321,19,hombres,15,15
99,SAN PEDRO TLAQUEPAQUE,3322,19,hombres,17,17
99,SAN PEDRO TLAQUEPAQUE,3323,19,hombres,6,6
99,SAN PEDRO TLAQUEPAQUE,3324,19,hombres,39,39
99,SAN PEDRO TLAQUEPAQUE,3325,19,hombres,7,7
99,SAN PEDRO TLAQUEPAQUE,3326,19,hombres,2,2
99,SAN PEDRO TLAQUEPAQUE,3327,19,hombres,10,10
99,SAN PEDRO TLAQUEPAQUE,3328,19,hombres,8,8
99,SAN PEDRO TLAQUEPAQUE,3329,19,hombres,14,14
99,SAN PEDRO TLAQUEPAQUE,3330,19,hombres,6,6
99,SAN PEDRO TLAQUEPAQUE,3331,19,hombres,2,2
99,SAN PEDRO TLAQUEPAQUE,3332,19,hombres,4,4
99,SAN PEDRO TLAQUEPAQUE,3333,19,hombres,6,6
99,SAN PEDRO TLAQUEPAQUE,3334,19,hombres,12,12
99,SAN PEDRO TLAQUEPAQUE,3335,19,hombres,15,14
99,SAN PEDRO TLAQUEPAQUE,3336,19,hombres,9,9
99,SAN PEDRO TLAQUEPAQUE,3337,19,hombres,12,12
99,SAN PEDRO TLAQUEPAQUE,3338,19,hombres,8,8
99,SAN PEDRO TLAQUEPAQUE,3339,19,hombres,17,17
99,SAN PEDRO TLAQUEPAQUE,3340,19,hombres,9,9
99,SAN PEDRO TLAQUEPAQUE,3341,19,hombres,18,18
99,SAN PEDRO TLAQUEPAQUE,3342,19,hombres,26,26
99,SAN PEDRO TLAQUEPAQUE,3343,19,hombres,11,11
99,SAN PEDRO TLAQUEPAQUE,3344,19,hombres,11,11
99,SAN PEDRO TLAQUEPAQUE,3345,19,hombres,20,20
99,SAN PEDRO TLAQUEPAQUE,3346,19,hombres,21,21
99,SAN PEDRO TLAQUEPAQUE,3347,19,hombres,24,23
99,SAN PEDRO TLAQUEPAQUE,3348,19,hombres,16,16
99,SAN PEDRO TLAQUEPAQUE,3349,19,hombres,11,11
99,SAN PEDRO TLAQUEPAQUE,3350,19,hombres,12,12
99,SAN PEDRO TLAQUEPAQUE,3351,19,hombres,18,18
99,SAN PEDRO TLAQUEPAQUE,3352,19,hombres,19,19
99,SAN PEDRO TLAQUEPAQUE,3353,19,hombres,12,12
99,SAN PEDRO TLAQUEPAQUE,3354,19,hombres,16,16
99,SAN PEDRO TLAQUEPAQUE,3355,19,hombres,4,4
99,SAN PEDRO TLAQUEPAQUE,3734,19,hombres,27,27
99,SAN PEDRO TLAQUEPAQUE,3735,19,hombres,31,31
99,SAN PEDRO TLAQUEPAQUE,3826,19,hombres,26,26
99,SAN PEDRO TLAQUEPAQUE,3827,19,hombres,24,24
99,SAN PEDRO TLAQUEPAQUE,3828,19,hombres,23,23
99,SAN PEDRO TLAQUEPAQUE,3829,19,hombres,30,30
99,SAN PEDRO TLAQUEPAQUE,3830,19,hombres,34,33
99,SAN PEDRO TLAQUEPAQUE,3831,19,hombres,23,23
99,SAN PEDRO TLAQUEPAQUE,3979,19,hombres,28,28
99,SAN PEDRO TLAQUEPAQUE,3980,19,hombres,29,29
99,SAN PEDRO TLAQUEPAQUE,3981,19,hombres,21,21
99,SAN PEDRO TLAQUEPAQUE,3982,19,hombres,40,40
99,SAN PEDRO TLAQUEPAQUE,3983,19,hombres,15,15
98,TLAJOMULCO DE ZUÐIGA,2443,19,hombres,17,17
98,TLAJOMULCO DE ZUÐIGA,2450,19,hombres,53,53
98,TLAJOMULCO DE ZUÐIGA,2452,19,hombres,65,65
98,TLAJOMULCO DE ZUÐIGA,2459,19,hombres,32,30
98,TLAJOMULCO DE ZUÐIGA,2460,19,hombres,39,39
98,TLAJOMULCO DE ZUÐIGA,2461,19,hombres,21,21
98,TLAJOMULCO DE ZUÐIGA,2463,19,hombres,50,49
98,TLAJOMULCO DE ZUÐIGA,2464,19,hombres,44,44
98,TLAJOMULCO DE ZUÐIGA,2467,19,hombres,106,105
98,TLAJOMULCO DE ZUÐIGA,2468,19,hombres,82,81
98,TLAJOMULCO DE ZUÐIGA,2471,19,hombres,20,18
98,TLAJOMULCO DE ZUÐIGA,3397,19,hombres,24,23
98,TLAJOMULCO DE ZUÐIGA,3398,19,hombres,42,42
98,TLAJOMULCO DE ZUÐIGA,3399,19,hombres,45,45
98,TLAJOMULCO DE ZUÐIGA,3400,19,hombres,22,22
98,TLAJOMULCO DE ZUÐIGA,3401,19,hombres,26,26
98,TLAJOMULCO DE ZUÐIGA,3404,19,hombres,28,28
98,TLAJOMULCO DE ZUÐIGA,3405,19,hombres,33,33
98,TLAJOMULCO DE ZUÐIGA,3406,19,hombres,43,42
98,TLAJOMULCO DE ZUÐIGA,3407,19,hombres,125,125
98,TLAJOMULCO DE ZUÐIGA,3408,19,hombres,27,27
98,TLAJOMULCO DE ZUÐIGA,3409,19,hombres,34,34
98,TLAJOMULCO DE ZUÐIGA,3410,19,hombres,26,26
98,TLAJOMULCO DE ZUÐIGA,3411,19,hombres,74,72
98,TLAJOMULCO DE ZUÐIGA,3412,19,hombres,48,47
98,TLAJOMULCO DE ZUÐIGA,3414,19,hombres,69,69
98,TLAJOMULCO DE ZUÐIGA,3415,19,hombres,154,153
98,TLAJOMULCO DE ZUÐIGA,3416,19,hombres,158,154
98,TLAJOMULCO DE ZUÐIGA,3417,19,hombres,29,27
98,TLAJOMULCO DE ZUÐIGA,3418,19,hombres,41,41
98,TLAJOMULCO DE ZUÐIGA,3419,19,hombres,38,38
98,TLAJOMULCO DE ZUÐIGA,3420,19,hombres,73,72
98,TLAJOMULCO DE ZUÐIGA,3421,19,hombres,95,95
98,TLAJOMULCO DE ZUÐIGA,3422,19,hombres,48,48
98,TLAJOMULCO DE ZUÐIGA,3423,19,hombres,35,35
98,TLAJOMULCO DE ZUÐIGA,3424,19,hombres,31,31
98,TLAJOMULCO DE ZUÐIGA,3425,19,hombres,118,117
98,TLAJOMULCO DE ZUÐIGA,3426,19,hombres,9,9
98,TLAJOMULCO DE ZUÐIGA,3427,19,hombres,16,16
98,TLAJOMULCO DE ZUÐIGA,3428,19,hombres,43,43
98,TLAJOMULCO DE ZUÐIGA,3429,19,hombres,86,84
98,TLAJOMULCO DE ZUÐIGA,3430,19,hombres,18,18
98,TLAJOMULCO DE ZUÐIGA,3431,19,hombres,15,15
98,TLAJOMULCO DE ZUÐIGA,3432,19,hombres,6,6
98,TLAJOMULCO DE ZUÐIGA,3433,19,hombres,30,30
98,TLAJOMULCO DE ZUÐIGA,3434,19,hombres,29,29
98,TLAJOMULCO DE ZUÐIGA,3435,19,hombres,41,41
98,TLAJOMULCO DE ZUÐIGA,3436,19,hombres,38,37
98,TLAJOMULCO DE ZUÐIGA,3437,19,hombres,134,133
98,TLAJOMULCO DE ZUÐIGA,3438,19,hombres,39,39
98,TLAJOMULCO DE ZUÐIGA,3439,19,hombres,69,69
98,TLAJOMULCO DE ZUÐIGA,3440,19,hombres,63,63
98,TLAJOMULCO DE ZUÐIGA,3441,19,hombres,40,38
98,TLAJOMULCO DE ZUÐIGA,3442,19,hombres,43,43
98,TLAJOMULCO DE ZUÐIGA,3443,19,hombres,8,8
98,TLAJOMULCO DE ZUÐIGA,3448,19,hombres,2,2
98,TLAJOMULCO DE ZUÐIGA,3449,19,hombres,5,5
98,TLAJOMULCO DE ZUÐIGA,3450,19,hombres,9,9
98,TLAJOMULCO DE ZUÐIGA,3451,19,hombres,76,76
98,TLAJOMULCO DE ZUÐIGA,3452,19,hombres,58,58
98,TLAJOMULCO DE ZUÐIGA,3454,19,hombres,39,39
98,TLAJOMULCO DE ZUÐIGA,3455,19,hombres,60,60
98,TLAJOMULCO DE ZUÐIGA,3456,19,hombres,25,25
98,TLAJOMULCO DE ZUÐIGA,3457,19,hombres,19,19
